Descrição;Categoria
Shopee 3/3;Outros Gastos
Shopee 3/6;Outros Gastos
Shopee 4/6;Outros Gastos
Shopee 5/6;Outros Gastos
Shopee 6/6;Outros Gastos
Shopping;Lazer e Entretenimento
Show Carol;Lazer e Entretenimento
Shpee;Outros Gastos
Si Senhor;Delivery
Siegmeyer;Despesas Pessoais
Siegmeyer 1/6;Despesas Pessoais
Siegmeyer 2/6;Despesas Pessoais
Siegmeyer 3/6;Despesas Pessoais
Siegmeyer 4/6;Despesas Pessoais
Siegmeyer 5/6;Despesas Pessoais
Siegmeyer 6/6;Despesas Pessoais
Sil;Financeiro
Silicone;Casa
Silk YB;Financeiro
Simple Plan;Lazer e Entretenimento
Sinal AP;Essenciais
Sinal cadeiras;Casa
Sinal Celtinha;Veículo
Sinuca;Lazer e Entretenimento
Sitio;Lazer e Entretenimento
Sítio Shiva;Lazer e Entretenimento
Skala;Despesas Pessoais
Sleeves 1/6;Lazer e Entretenimento
Sleeves 2/6;Lazer e Entretenimento
Sleeves 3/6;Lazer e Entretenimento
Sleeves 4/6;Lazer e Entretenimento
Sleeves 5/6;Lazer e Entretenimento
Sleeves 6/6;Lazer e Entretenimento
Sobra Bradesco;Financeiro
Sobra reembolso VT;Financeiro
Sobrancelha;Despesas Pessoais
Sobrancelha Marilia;Despesas Pessoais
Sobrancelhas;Despesas Pessoais
SOBRANCELHAS;Despesas Pessoais
Sobremesa;Delivery
Sobremesa almoço;Delivery
Sobremesa João;Delivery
Sobremesa Mariana;Delivery
Sobremesa Marilia;Delivery
Sobremesa My Sandwich;Delivery
Sodie;Delivery
Sodiê;Delivery
Sodie Doces;Delivery
Sodie Vila Mariana;Delivery
Sodimac;Casa
Sodimac 1/2;Casa
Sodimac 2/2;Casa
Solda;Outros Gastos
Soleira;Casa
Solidari 1/6;Outros Gastos
Solidari 2/6;Outros Gastos
Solidari 3/6;Outros Gastos
Solidari 4/6;Outros Gastos
Solidari 5/6;Outros Gastos
Solidari 6/6;Outros Gastos
Soneda;Despesas Pessoais
Soquete Shopee;Casa
Sorteio Kombi;Despesas Pessoais
Sorvete Guarujá;Lazer e Entretenimento
Sorvete praia;Lazer e Entretenimento
Sorvetes;Delivery
Sorvetes Praia;Lazer e Entretenimento
Sos Gas Osasco;Essenciais
Split bea;Delivery
Split Jão;Delivery
Split Leo;Delivery
Split Leo Brenda;Delivery
Spotfy;Lazer e Entretenimento
Spotfy Bruno;Lazer e Entretenimento
Spotify;Lazer e Entretenimento
SSD 1/2;Despesas Pessoais
SSD 2/2;Despesas Pessoais
SSD Novo;Despesas Pessoais
Stadium café;Delivery
Star chicken;Delivery
Star Fix;Outros Gastos
Star Food;Delivery
Star Wars;Lazer e Entretenimento
Starbucks;Delivery
Stardew Valley;Lazer e Entretenimento
Stardew Valley errado;Lazer e Entretenimento
Steam;Lazer e Entretenimento
Steam 1/3;Lazer e Entretenimento
Steam 2/3;Lazer e Entretenimento
Steam 3/3;Lazer e Entretenimento
Stick Fighter;Lazer e Entretenimento
Studio;Outros Gastos
Subway;Delivery
Subway Avatar;Delivery
Subway cineminha;Delivery
Subway cobasi;Delivery
Subway com o Jão;Delivery
Subway Sao Bento;Delivery
Suco;Delivery
Suco almoço;Delivery
Suco almoço YB;Financeiro
Suco café da manhã;Delivery
Suco de laranja;Delivery
SUCO DE ORANGE;Delivery
Suco Marilia;Delivery
Sucos momoi;Delivery
Sukiya;Delivery
Sukiyaki;Delivery
Sukya;Delivery
Sukyaki;Delivery
Sul América;Saúde
Sumirê;Despesas Pessoais
Sumire Marilia;Despesas Pessoais
Sumirê momoi;Despesas Pessoais
Sunday bk;Delivery
Sunga;Despesas Pessoais
Super mercado viagem;Lazer e Entretenimento
Suporte Câmera 1/12;Despesas Pessoais
Suporte Câmera 2/12;Despesas Pessoais
Suporte celular 1/6;Despesas Pessoais
Suporte celular 2/6;Despesas Pessoais
Suporte celular 3/6;Despesas Pessoais
Suporte celular 4/6;Despesas Pessoais
Suporte celular 5/6;Despesas Pessoais
Suporte celular 6/6;Despesas Pessoais
Suporte de peruca;Despesas Pessoais
Suporte vassoura;Despesas Pessoais
Suquinho;Mercado
Sushi;Delivery
Sushi Pai;Delivery
Sydonia;Lazer e Entretenimento
Sydonia 6;Lazer e Entretenimento
Tabi;Despesas Pessoais
Tabis;Despesas Pessoais
Tablet;Despesas Pessoais
Tablet 1/12;Despesas Pessoais
Tablet 10/12;Despesas Pessoais
Tablet 11/12;Despesas Pessoais
Tablet 12/12;Despesas Pessoais
Tablet 2/12;Despesas Pessoais
Tablet 3/12;Despesas Pessoais
Tablet 4/12;Despesas Pessoais
Tablet 5/12;Despesas Pessoais
Tablet 6/12;Despesas Pessoais
Tablet 7/12;Despesas Pessoais
Tablet 8/12;Despesas Pessoais
Tablet 9/12;Despesas Pessoais
Tablet Marilia;Despesas Pessoais
Tablets YB;Financeiro
Taco Bell;Delivery
Tacobell;Delivery
Tacos;Delivery
Taiko 15;Lazer e Entretenimento
Takedas;Delivery
Talfin Top;Mercado
Talherinhos;Casa
Tampa do radiador;Veículo
Tampa furo;Casa
Tapeçaria;Casa
Tapeçaria Osasco;Casa
Tarifa Bradesco;Financeiro
Tarifa de avaliação;Essenciais
Tattoo;Despesas Pessoais
Tattoo 1/5;Despesas Pessoais
Tattoo 2/5;Despesas Pessoais
Tattoo 3/5;Despesas Pessoais
Tattoo 4/5;Despesas Pessoais
Tattoo 5/5;Despesas Pessoais
Taverna Medieval;Delivery
Taxa anual PJ;Essenciais
Taxa CNH;Veículo
Taxa Detran CNH;Veículo
Taxa parafuzo;Essenciais
Taxa PJ;Essenciais
Taxi 02/10/2015;Transporte
Taxi 03/11/2015;Transporte
Taxi 06/10/2015;Transporte
Taxi 11/1/16;Transporte
Taxi 11/9/15;Transporte
Taxi 12/12;Transporte
Taxi 13/01/2016;Transporte
Taxi 13/10;Transporte
Taxi 14/01/2016;Transporte
Taxi 14/9/15;Transporte
Taxi 15/02/2016;Transporte
Taxi 16/10/2015;Transporte
Taxi 17/9/15;Transporte
Taxi 18/12/2015;Transporte
Taxi 18/9/15;Transporte
Táxi 2/1/16;Transporte
Taxi 21/09/2015;Transporte
Taxi 23/10/2015;Transporte
Taxi 28/01/2016;Transporte
Taxi 29/10/2015;Transporte
Taxi 5/1/16;Transporte
Taxi 7/1/16;Transporte
Táxi 7/10;Transporte
Taxi Alberta;Transporte
Taxi cobasi;Transporte
Taxi do chefe;Transporte
Taxi Leandro;Transporte
Taxi Marilia;Transporte
Taxi Martian;Transporte
Taxi mimi;Transporte
Taxi momoi 5/12;Transporte
Taxi Tanka;Transporte
Táxi Tanka;Transporte
Taxi vaca;Transporte
Taxis Pq SIm;Transporte
Taxitaxitaxi;Transporte
Tbra;Outros Gastos
Tecido mariana;Despesas Pessoais
Teclado e mouse BT;Despesas Pessoais
Teclado e outros;Despesas Pessoais
Teclado YB2;Financeiro
Teddy;Outros Gastos
TEF;Financeiro
Tefo;Outros Gastos
Tela galinheiro;Casa
Tela momoi 1/10;Despesas Pessoais
Tela momoi 10/10;Despesas Pessoais
Tela momoi 2/10;Despesas Pessoais
Tela momoi 3/10;Despesas Pessoais
Tela momoi 4/10;Despesas Pessoais
Tela momoi 5/10;Despesas Pessoais
Tela momoi 6/10;Despesas Pessoais
Tela momoi 7/10;Despesas Pessoais
Tela momoi 8/10;Despesas Pessoais
Tela momoi 9/10;Despesas Pessoais
Teleférico;Lazer e Entretenimento
Temaki;Delivery
Temaki Brenda;Delivery
Temaki Bruno;Delivery
Temaki Leo;Delivery
Temaki Namorados;Delivery
Temaki Onois;Delivery
Temakla 1/12;Delivery
Temakla 2/12;Delivery
Temakla 3 a 12/12;Delivery
Temperos;Mercado
Tênis;Despesas Pessoais
Tênis 1/10;Despesas Pessoais
Tênis 1/3;Despesas Pessoais
Tênis 1/4;Despesas Pessoais
Tênis 1/5;Despesas Pessoais
Tênis 10/10;Despesas Pessoais
Tênis 2/10;Despesas Pessoais
Tênis 2/3;Despesas Pessoais
Tênis 2/4;Despesas Pessoais
Tênis 2/5;Despesas Pessoais
Tênis 3/10;Despesas Pessoais
Tênis 3/3;Despesas Pessoais
Tenis 3/4;Despesas Pessoais
Tênis 3/4;Despesas Pessoais
Tênis 3/5;Despesas Pessoais
Tênis 3x;Despesas Pessoais
Tênis 4/10;Despesas Pessoais
Tenis 4/4;Despesas Pessoais
Tênis 4/4;Despesas Pessoais
Tênis 4/5;Despesas Pessoais
Tênis 5/10;Despesas Pessoais
Tênis 5/5;Despesas Pessoais
Tênis 6/10;Despesas Pessoais
Tênis 7/10;Despesas Pessoais
Tênis 8/10;Despesas Pessoais
Tênis Marilia;Despesas Pessoais
Tenmanya;Casa
Terrão;Financeiro
Teste Caixinha;Financeiro
Teste celular;Financeiro
Teste pagseguro;Financeiro
Teste Pix;Financeiro
Testes;Financeiro
Thais Garcez;Outros Gastos
Thais Marie Okamoto;Outros Gastos
The Room;Lazer e Entretenimento
The Room Two;Lazer e Entretenimento
Ticket;Receitas
Tim;Essenciais
Tim Celular;Essenciais
Tim Celular 25;Essenciais
Tim Dupli;Essenciais
Tinta condutiva;Despesas Pessoais
Tintas;Casa
Tintura;Despesas Pessoais
Tintura Calças;Despesas Pessoais
Tistanque 1/3;Outros Gastos
Tistanque 2/3;Outros Gastos
Tistanque 3/3;Outros Gastos
TK;Delivery
Tk Taverna;Delivery
Toalha festinha;Casa
Toalhinha preta;Outros Gastos
TofinTop;Mercado
Tokyo Ghoul 3;Lazer e Entretenimento
Tokyo Ghoul 6;Lazer e Entretenimento
Tomada YB;Financeiro
Tomb Raider 1/3;Lazer e Entretenimento
Tomb Raider 2/3;Lazer e Entretenimento
Tomb Raider 3/3;Lazer e Entretenimento
Tompero;Mercado
Tomperos;Mercado
Tonner YB;Financeiro
TOP;Transporte
Toren;Lazer e Entretenimento
Torneiras 1 1/5;Casa
Torneiras 1 2/5;Casa
Torneiras 1 3/5;Casa
Torneiras 1 4/5;Casa
Torneiras 1 5/5;Casa
Torneiras 2 1/5;Casa
Torneiras 2 2/5;Casa
Torneiras 2 3/5;Casa
Torneiras 2 4/5;Casa
Torneiras 2 5/5;Casa
Torra;Despesas Pessoais
Torra 1/3;Despesas Pessoais
Torra 2/3;Despesas Pessoais
Torra 3/3;Despesas Pessoais
Total Pass;Lazer e Entretenimento
Total Pass Marilia;Lazer e Entretenimento
Totalemb 3/3;Outros Gastos
Touca do Finn;Despesas Pessoais
Transf aplic C6;Financeiro
Transf Biz;Financeiro
Transf Brad;Financeiro
Transf C6;Financeiro
Transf Geladeira;Financeiro
Transf Marilia;Financeiro
Transferência Celta;Financeiro
Transistor;Lazer e Entretenimento
Transporte;Transporte
Transporte Marilia;Transporte
Transporte momoi;Transporte
Transporte P;Transporte
Tratamento Capilar 1/12;Despesas Pessoais
Tratamento Capilar 10/12;Despesas Pessoais
Tratamento Capilar 11/12;Despesas Pessoais
Tratamento Capilar 12/12;Despesas Pessoais
Tratamento Capilar 2/12;Despesas Pessoais
Tratamento Capilar 3/12;Despesas Pessoais
Tratamento Capilar 4/12;Despesas Pessoais
Tratamento Capilar 5/12;Despesas Pessoais
Tratamento Capilar 6/12;Despesas Pessoais
Tratamento Capilar 7/12;Despesas Pessoais
Tratamento Capilar 8/12;Despesas Pessoais
Tratamento Capilar 9/12;Despesas Pessoais
Tratamento do taco;Casa
Travesseiros;Casa
Trecos momoi;Despesas Pessoais
Trena;Despesas Pessoais
Trilogia Santo Graal 1/2;Lazer e Entretenimento
Triturador 1/3;Casa
Triturador 2/3;Casa
Triturador 3/3;Casa
Troca de óleo 1/3;Veículo
Troca de óleo 2/3;Veículo
Troca de óleo 3/3;Veículo
Trocafone 1/12;Despesas Pessoais
Trocafone Comercializa 2/12;Despesas Pessoais
Troco;Outros Gastos
Troco Marilia;Outros Gastos
Trufa;Delivery
Tudem;Casa
Tupia 1/12;Despesas Pessoais
Tupia 10/12;Despesas Pessoais
Tupia 11/12;Despesas Pessoais
Tupia 12/12;Despesas Pessoais
Tupia 2/12;Despesas Pessoais
Tupia 3/12;Despesas Pessoais
Tupia 4/12;Despesas Pessoais
Tupia 5/12;Despesas Pessoais
Tupia 6/12;Despesas Pessoais
Tupia 7/12;Despesas Pessoais
Tupia 8/12;Despesas Pessoais
Tupia 9/12;Despesas Pessoais
Twister 1/2;Despesas Pessoais
Twister 2/2;Despesas Pessoais
Tylenol;Mercado
Tylenol Sinus;Mercado
Uber;Transporte
UBER;Transporte
uber 11/3/16;Transporte
Uber 14/4;Transporte
Uber 14/4/16;Transporte
Uber 16/05/2016;Transporte
Uber 18/01/2016;Transporte
Uber 18/2/16;Transporte
Uber 18/3/16;Transporte
Uber 19/01/2016;Transporte
Uber 19/05/2016;Transporte
Uber 19/4/16;Transporte
Uber 19/5/16;Transporte
Uber 2/4/2016;Transporte
Uber 2/6/16;Transporte
Uber 20/05/2016;Transporte
Uber 20/4/16;Transporte
Uber 21/01/2016;Transporte
Uber 21/3/16;Transporte
Uber 22/2/2016;Transporte
Uber 22/4/16;Transporte
Uber 23/05/2016;Transporte
Uber 23/4/2016;Transporte
Uber 24/05/2016;Transporte
Uber 25/05/2016;Transporte
Uber 26/4/2016;Transporte
Uber 27/5/16;Transporte
Uber 28/05/2016;Transporte
Uber 29/02/2016;Transporte
Uber 29/05/2016;Transporte
Uber 3/3/16;Transporte
Uber 3/6/16;Transporte
Uber 30/1/2016;Transporte
Uber 31/01/2016;Transporte
Uber 31/05/2016;Transporte
Uber 4/5/16;Transporte
Uber 7/3/16;Transporte
Uber 7/6/16;Transporte
Uber Adriano;Transporte
Uber até tarde;Transporte
Uber atrasado;Transporte
Uber atrasado momoi;Transporte
Uber Bonenkai;Transporte
Uber carteira;Transporte
Uber casamento;Transporte
Uber Casamento;Transporte
Uber Cobasi;Transporte
Uber cobasi;Transporte
Uber Colação Aho;Transporte
Uber Curso;Transporte
Uber da volta;Transporte
Uber do Brasil Tecnolo;Transporte
Uber Douglas;Transporte
Uber Eats;Transporte
Uber eats;Transporte
Uber eats esfiha;Transporte
Uber eats gorjeta;Transporte
Uber errado;Transporte
Uber festa junina;Transporte
Uber JNDCD;Transporte
Uber Karaoke;Transporte
Uber Karine;Transporte
Uber Leo;Transporte
Uber Lib;Transporte
Uber Liberdade;Transporte
Uber mamãe;Transporte
Uber mamai;Transporte
Uber Marilia;Transporte
Uber mercado;Transporte
Uber Osasco;Transporte
Uber P;Transporte
Uber ressarcido;Transporte
Uber rodízio;Transporte
Uber Sammy;Transporte
Uber Shiva;Transporte
Uber Taiko;Transporte
Uber Tanka;Transporte
Uber YB;Financeiro
Uberits;Delivery
Uberits Help;Delivery
Udemy;Educação
Ultraman 1;Lazer e Entretenimento
Ultraman 3;Lazer e Entretenimento
Umidificador;Casa
Undokai;Lazer e Entretenimento
UNIAO OSASCO;Lazer e Entretenimento
UpABC;Lazer e Entretenimento
Upgrade PC momoi;Despesas Pessoais
Utensílios;Casa
Utilarsh;Outros Gastos
V10 dose 1;Pets
Vaca Loka;Delivery
Vaca Loka Shiva;Delivery
Vacina;Pets
Vacina dog;Pets
Vacina Dog;Pets
Vacinas;Pets
Vaga de Garagem;Casa
Vagabundo 4;Lazer e Entretenimento
Vagabundo 5;Lazer e Entretenimento
Vagabundo 6;Lazer e Entretenimento
Vagabundo 7;Lazer e Entretenimento
Valdenir Carlos;Outros Gastos
Vale João;Receitas
Vale Marilia;Receitas
Vale que sobrou de Julho;Receitas
Válvula mangueira;Casa
Vampire Survivor;Lazer e Entretenimento
Var cam;Financeiro
Variação;Financeiro
Variação cambial;Financeiro
Vassoura Daiso;Casa
Velas;Casa
Velas Dona Marlene;Outros Gastos
Venda;Outros Gastos
Venda Bike;Despesas Pessoais
Venda Biz;Veículo
Venda Maluria;Receitas
Vendas;Receitas
Vendas Carol;Receitas
Ventilador;Casa
Venturi Informatica 4/10;Outros Gastos
Vermífugo Pets 1/12;Pets
Vermífugo Pets 10/12;Pets
Vermífugo Pets 11/12;Pets
Vermífugo Pets 12/12;Pets
Vermífugo Pets 2/12;Pets
Vermífugo Pets 3/12;Pets
Vermífugo Pets 4/12;Pets
Vermífugo Pets 5/12;Pets
Vermífugo Pets 6/12;Pets
Vermífugo Pets 7/12;Pets
Vermífugo Pets 8/12;Pets
Vermífugo Pets 9/12;Pets
VestCasa Jão;Casa
Vestemundo 1/2;Despesas Pessoais
Vestemundo 2/2;Despesas Pessoais
Vet Angela;Pets
Vet Angela 1/2;Pets
Vet Angela 1/3;Pets
Vet Angela 1/4;Pets
Vet Angela 1/9;Pets
Vet Angela 2/3;Pets
Vet Angela 2/4;Pets
Vet Angela 2/9;Pets
Vet Angela 3/3;Pets
Vet Angela 3/4;Pets
Vet Angela 3/9;Pets
Vet Angela 4/4;Pets
Vet Angela 4/9;Pets
Vet Angela 5/9;Pets
Vet Angela 6/9;Pets
Vet Angela 7/9;Pets
Vet Angela 8/9;Pets
Vet Angela 9/9;Pets
Vet Jhonny;Pets
Veterinário;Pets
Vetmax 1/3;Pets
Vetmax 2/3;Pets
Vetmax 3/3;Pets
Viagem;Lazer e Entretenimento
Viagem 1/5;Lazer e Entretenimento
Viagem 2/5;Lazer e Entretenimento
Viagem 3/5;Lazer e Entretenimento
Viagem 4/5;Lazer e Entretenimento
Viagem 5/5;Lazer e Entretenimento
Vidro;Casa
Vidro Aninha;Casa
Vidro celular;Despesas Pessoais
Vidro quadro;Despesas Pessoais
Village;Casa
Village Acabamento;Casa
Viola;Despesas Pessoais
Viseira;Veículo
Viseira nova 1/7;Veículo
Viseira nova 2/7;Veículo
Viseira nova 3/7;Veículo
Viseira nova 4/7;Veículo
Viseira nova 5/7;Veículo
Viseira nova 6/7;Veículo
Viseira nova 7/7;Veículo
Vistoria Biz;Veículo
Vistoria Celta;Veículo
Vistoria de transferência;Veículo
Vistoria Juju;Veículo
Vitoria;Saúde
Vitória;Saúde
Vitória 1;Saúde
Vitória 2;Saúde
Vitória 3;Saúde
Vivo atrasada;Essenciais
Vivo Celulares + AD;Essenciais
Vivo Deb aut;Essenciais
Vivo Fibra 18;Essenciais
Vivo Fixo 21;Essenciais
Vivo pendente;Essenciais
Volta;Outros Gastos
Wal Mart;Mercado
Waze;Transporte
Weasy 1/12;Pets
Weasy 10/12;Pets
Weasy 11/12;Pets
Weasy 12/12;Pets
Weasy 2/12;Pets
Weasy 3/12;Pets
Weasy 4/12;Pets
Weasy 5/12;Pets
Weasy 6/12;Pets
Weasy 7/12;Pets
Weasy 8/12;Pets
Weasy 9/12;Pets
Webcam;Despesas Pessoais
Wellydoneley;Outros Gastos
Wes;Outros Gastos
WiiU extraviado;Lazer e Entretenimento
Winner;Outros Gastos
Wintergaran;Lazer e Entretenimento
WIntergatan;Lazer e Entretenimento
Witcher 2/3;Lazer e Entretenimento
Wok e Mixer Leozão;Casa
Workshop Tatuagem;Despesas Pessoais
WRV;Outros Gastos
WRV OSASCO;Outros Gastos
Wu yan jiao;Delivery
X Tudo;Delivery
x tudo;Delivery
Xarope;Mercado
Xavi;Mercado
Xbox Game Pass;Lazer e Entretenimento
Xbox Receiver;Despesas Pessoais
Xoxo;Outros Gastos
Xtudão;Delivery
Yakisoba;Delivery
Yapay;Outros Gastos
YB Gimba;Financeiro
YB Silk;Financeiro
YB Uber;Financeiro
YB Wap GH2;Financeiro
Yoshida Brothers;Lazer e Entretenimento
YouTube Premium;Lazer e Entretenimento
Youtube Premium;Lazer e Entretenimento
YT Atila;Lazer e Entretenimento
YUZU;Delivery
Yuzu com o Pedro;Delivery
Yuzu Momoi;Delivery
Yuzu momoi;Delivery
Yuzu para Fer;Delivery
Yuzu Restaurante;Delivery
Yuzu Shiva;Delivery
Zé do Mato;Outros Gastos
Zensho;Outros Gastos
Zerar PP;Financeiro
Zig;Outros Gastos
Zona azul;Veículo
Zona Azul;Veículo
Zona azul sensei;Veículo
Zootopia;Lazer e Entretenimento
Zootopia da Marilia;Lazer e Entretenimento
